Name                   Type               MACs            CPercent    Memory         MPercent    Params      PPercent    InShape        OutShape
Mul_259                Mul                1,024,000       0.00%       4,096,000      0.23%       0           0.00%       1x160x80x80    1x160x80x80
MaxPool_260            MaxPool            1,024,000       0.00%       1,024,000      0.06%       0           0.00%       1x160x80x80    1x160x40x40
Conv_264               Conv               164,864,000     0.17%       4,199,040      0.23%       25,760      0.04%       1x160x80x80    1x160x80x80
Conv_338               Conv               2,951,168,000   3.01%       10,036,480     0.55%       461,120     0.65%       1x160x80x80    1x320x80x80
Conv_261               Conv               41,216,000      0.04%       1,127,040      0.06%       25,760      0.04%       1x160x40x40    1x160x40x40
Sigmoid_265            Sigmoid            32,768,000      0.03%       4,096,000      0.23%       0           0.00%       1x160x80x80    1x160x80x80
Sigmoid_339            Sigmoid            65,536,000      0.07%       8,192,000      0.45%       0           0.00%       1x320x80x80    1x320x80x80
Sigmoid_262            Sigmoid            8,192,000       0.01%       1,024,000      0.06%       0           0.00%       1x160x40x40    1x160x40x40
Mul_266                Mul                1,024,000       0.00%       4,096,000      0.23%       0           0.00%       1x160x80x80    1x160x80x80
Mul_340                Mul                2,048,000       0.00%       8,192,000      0.45%       0           0.00%       1x320x80x80    1x320x80x80
Mul_263                Mul                256,000         0.00%       1,024,000      0.06%       0           0.00%       1x160x40x40    1x160x40x40
Conv_267               Conv               368,896,000     0.38%       1,946,240      0.11%       230,560     0.33%       1x160x80x80    1x160x40x40
Conv_347               Conv               55,468,800      0.06%       725,868        0.04%       8,667       0.01%       1x320x80x80    1x27x80x80
Sigmoid_268            Sigmoid            8,192,000       0.01%       1,024,000      0.06%       0           0.00%       1x160x40x40    1x160x40x40
Mul_269                Mul                256,000         0.00%       1,024,000      0.06%       0           0.00%       1x160x40x40    1x160x40x40
Transpose_349          Transpose          0               0.00%       691,200        0.04%       0           0.00%       1x3x9x80x80    1x3x80x80x9
Sigmoid_350            Sigmoid            5,529,600       0.01%       691,200        0.04%       0           0.00%       1x3x80x80x9    1x3x80x80x9
Conv_271               Conv               262,553,600     0.27%       2,294,784      0.13%       164,096     0.23%       1x640x40x40    1x256x40x40
Conv_274               Conv               262,553,600     0.27%       2,294,784      0.13%       164,096     0.23%       1x640x40x40    1x256x40x40
Split_351              Split              0               0.00%       691,200        0.04%       0           0.00%       1x3x80x80x9    1x3x80x80x2
Sigmoid_272            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Sigmoid_275            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_353                Mul                38,400          0.00%       153,600        0.01%       0           0.00%       1x3x80x80x2    1x3x80x80x2
Pow_357                Pow                1,228,800       0.00%       153,600        0.01%       0           0.00%       1x3x80x80x2    1x3x80x80x2
Mul_273                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_276                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Add_355                Add                38,400          0.00%       204,800        0.01%       12,800      0.02%       1x3x80x80x2    1x3x80x80x2
Mul_359                Mul                38,400          0.00%       153,624        0.01%       6           0.00%       1x3x80x80x2    1x3x80x80x2
Conv_277               Conv               944,128,000     0.96%       3,998,720      0.22%       590,080     0.83%       1x256x40x40    1x256x40x40
Sigmoid_278            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_279                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Conv_280               Conv               944,128,000     0.96%       3,998,720      0.22%       590,080     0.83%       1x256x40x40    1x256x40x40
Sigmoid_281            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_282                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Conv_283               Conv               944,128,000     0.96%       3,998,720      0.22%       590,080     0.83%       1x256x40x40    1x256x40x40
Sigmoid_284            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_285                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Conv_286               Conv               944,128,000     0.96%       3,998,720      0.22%       590,080     0.83%       1x256x40x40    1x256x40x40
Sigmoid_287            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_288                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Conv_289               Conv               944,128,000     0.96%       3,998,720      0.22%       590,080     0.83%       1x256x40x40    1x256x40x40
Sigmoid_290            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_291                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Conv_292               Conv               944,128,000     0.96%       3,998,720      0.22%       590,080     0.83%       1x256x40x40    1x256x40x40
Sigmoid_293            Sigmoid            13,107,200      0.01%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Mul_294                Mul                409,600         0.00%       1,638,400      0.09%       0           0.00%       1x256x40x40    1x256x40x40
Conv_296               Conv               655,872,000     0.67%       3,687,680      0.20%       409,920     0.58%       1x1280x40x40   1x320x40x40
Sigmoid_297            Sigmoid            16,384,000      0.02%       2,048,000      0.11%       0           0.00%       1x320x40x40    1x320x40x40
Mul_298                Mul                512,000         0.00%       2,048,000      0.11%       0           0.00%       1x320x40x40    1x320x40x40
MaxPool_299            MaxPool            512,000         0.00%       512,000        0.03%       0           0.00%       1x320x40x40    1x320x20x20
Conv_303               Conv               164,352,000     0.17%       2,458,880      0.14%       102,720     0.15%       1x320x40x40    1x320x40x40
Conv_341               Conv               2,950,144,000   3.01%       11,471,360     0.63%       1,843,840   2.60%       1x320x40x40    1x640x40x40
Conv_300               Conv               41,088,000      0.04%       922,880        0.05%       102,720     0.15%       1x320x20x20    1x320x20x20
Sigmoid_304            Sigmoid            16,384,000      0.02%       2,048,000      0.11%       0           0.00%       1x320x40x40    1x320x40x40
Sigmoid_342            Sigmoid            32,768,000      0.03%       4,096,000      0.23%       0           0.00%       1x640x40x40    1x640x40x40
Sigmoid_301            Sigmoid            4,096,000       0.00%       512,000        0.03%       0           0.00%       1x320x20x20    1x320x20x20
Mul_305                Mul                512,000         0.00%       2,048,000      0.11%       0           0.00%       1x320x40x40    1x320x40x40
Mul_343                Mul                1,024,000       0.00%       4,096,000      0.23%       0           0.00%       1x640x40x40    1x640x40x40
Mul_302                Mul                128,000         0.00%       512,000        0.03%       0           0.00%       1x320x20x20    1x320x20x20
Conv_306               Conv               368,768,000     0.38%       4,199,680      0.23%       921,920     1.30%       1x320x40x40    1x320x20x20
Conv_362               Conv               27,691,200      0.03%       242,028        0.01%       17,307      0.02%       1x640x40x40    1x27x40x40
Sigmoid_307            Sigmoid            4,096,000       0.00%       512,000        0.03%       0           0.00%       1x320x20x20    1x320x20x20
Mul_308                Mul                128,000         0.00%       512,000        0.03%       0           0.00%       1x320x20x20    1x320x20x20
Transpose_364          Transpose          0               0.00%       172,800        0.01%       0           0.00%       1x3x9x40x40    1x3x40x40x9
Sigmoid_365            Sigmoid            1,382,400       0.00%       172,800        0.01%       0           0.00%       1x3x40x40x9    1x3x40x40x9
Conv_310               Conv               262,348,800     0.27%       3,442,688      0.19%       655,872     0.93%       1x1280x20x20   1x512x20x20
Conv_313               Conv               262,348,800     0.27%       3,442,688      0.19%       655,872     0.93%       1x1280x20x20   1x512x20x20
Split_366              Split              0               0.00%       172,800        0.01%       0           0.00%       1x3x40x40x9    1x3x40x40x2
Sigmoid_311            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Sigmoid_314            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_368                Mul                9,600           0.00%       38,400         0.00%       0           0.00%       1x3x40x40x2    1x3x40x40x2
Pow_372                Pow                307,200         0.00%       38,400         0.00%       0           0.00%       1x3x40x40x2    1x3x40x40x2
Mul_312                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_315                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Add_370                Add                9,600           0.00%       51,200         0.00%       3,200       0.00%       1x3x40x40x2    1x3x40x40x2
Mul_374                Mul                9,600           0.00%       38,424         0.00%       6           0.00%       1x3x40x40x2    1x3x40x40x2
Conv_316               Conv               943,923,200     0.96%       10,258,432     0.57%       2,359,808   3.33%       1x512x20x20    1x512x20x20
Sigmoid_317            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_318                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Conv_319               Conv               943,923,200     0.96%       10,258,432     0.57%       2,359,808   3.33%       1x512x20x20    1x512x20x20
Sigmoid_320            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_321                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Conv_322               Conv               943,923,200     0.96%       10,258,432     0.57%       2,359,808   3.33%       1x512x20x20    1x512x20x20
Sigmoid_323            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_324                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Conv_325               Conv               943,923,200     0.96%       10,258,432     0.57%       2,359,808   3.33%       1x512x20x20    1x512x20x20
Sigmoid_326            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_327                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Conv_328               Conv               943,923,200     0.96%       10,258,432     0.57%       2,359,808   3.33%       1x512x20x20    1x512x20x20
Sigmoid_329            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_330                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Conv_331               Conv               943,923,200     0.96%       10,258,432     0.57%       2,359,808   3.33%       1x512x20x20    1x512x20x20
Sigmoid_332            Sigmoid            6,553,600       0.01%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Mul_333                Mul                204,800         0.00%       819,200        0.05%       0           0.00%       1x512x20x20    1x512x20x20
Conv_335               Conv               655,616,000     0.67%       7,580,160      0.42%       1,639,040   2.31%       1x2560x20x20   1x640x20x20
Sigmoid_336            Sigmoid            8,192,000       0.01%       1,024,000      0.06%       0           0.00%       1x640x20x20    1x640x20x20
Mul_337                Mul                256,000         0.00%       1,024,000      0.06%       0           0.00%       1x640x20x20    1x640x20x20
Conv_344               Conv               2,949,632,000   3.01%       31,544,320     1.74%       7,374,080   10.41%      1x640x20x20    1x1280x20x20
Sigmoid_345            Sigmoid            16,384,000      0.02%       2,048,000      0.11%       0           0.00%       1x1280x20x20   1x1280x20x20
Mul_346                Mul                512,000         0.00%       2,048,000      0.11%       0           0.00%       1x1280x20x20   1x1280x20x20
Conv_377               Conv               13,834,800      0.01%       181,548        0.01%       34,587      0.05%       1x1280x20x20   1x27x20x20
Transpose_379          Transpose          0               0.00%       43,200         0.00%       0           0.00%       1x3x9x20x20    1x3x20x20x9
Sigmoid_380            Sigmoid            345,600         0.00%       43,200         0.00%       0           0.00%       1x3x20x20x9    1x3x20x20x9
Split_381              Split              0               0.00%       43,200         0.00%       0           0.00%       1x3x20x20x9    1x3x20x20x2
Mul_383                Mul                2,400           0.00%       9,600          0.00%       0           0.00%       1x3x20x20x2    1x3x20x20x2
Pow_387                Pow                76,800          0.00%       9,600          0.00%       0           0.00%       1x3x20x20x2    1x3x20x20x2
Add_385                Add                2,400           0.00%       12,800         0.00%       800         0.00%       1x3x20x20x2    1x3x20x20x2
Mul_389                Mul                2,400           0.00%       9,624          0.00%       6           0.00%       1x3x20x20x2    1x3x20x20x2
Mul_408                Mul                100,800         0.00%       403,200        0.02%       0           0.00%       1x25200x4      1x25200x4
MatMul_410             MatMul             403,200         0.00%       403,264        0.02%       16          0.00%       1x25200x4      1x25200x4
ReduceMax_411          ReduceMax          100,800         0.00%       100,800        0.01%       0           0.00%       1x25200x4      1x25200x1
ArgMax_412             ArgMax             0               0.00%       100,800        0.01%       0           0.00%       1x25200x4      1x25200x1
Flatten_431            Flatten            0               0.00%       403,200        0.02%       0           0.00%       1x25200x4      25200x4
Transpose_417          Transpose          0               0.00%       100,800        0.01%       0           0.00%       1x25200x1      1x1x25200
Flatten_446            Flatten            0               0.00%       100,800        0.01%       0           0.00%       1x25200x1      25200x1
Flatten_462            Flatten            0               0.00%       100,800        0.01%       0           0.00%       1x25200x1      25200x1
Mul_415                Mul                25,200          0.00%       100,800        0.01%       0           0.00%       1x25200x1      1x25200x1
Add_416                Add                100,800         0.00%       403,200        0.02%       0           0.00%       1x25200x4      1x25200x4
NonMaxSuppression_421  NonMaxSuppression  0               0.00%       1,216          0.00%       3           0.00%       1x25200x4      100x3
Mul_432                Mul                100             0.00%       408            0.00%       1           0.00%       100            100
Add_433                Add                100             0.00%       400            0.00%       0           0.00%       100            100
Total                  _                  97,953,531,400  100%        1,809,268,516  100%        70,817,203  100%        _              _
